editor|doi
Frank Schönthaler|https://doi.org/10.1145/3342428.3343033
Theo P. van der Weide|https://doi.org/10.1504/IJTMCC.2017.10010539
Theo P. van der Weide|https://doi.org/10.1007/978-3-319-07124-4_17
Theo P. van der Weide|https://doi.org/10.1007/978-3-662-46562-2_2
Theo P. van der Weide|https://doi.org/10.1007/978-3-540-39964-3_77
Sven Bittner|https://doi.org/10.1007/978-1-4614-8265-9_143
Sven Bittner|https://doi.org/10.1007/978-3-662-55947-5_4
Yingxia Shao|https://doi.org/10.1109/NOTERE.2015.7293517
Yingxia Shao|https://doi.org/10.1007/978-3-030-85836-0
Yingxia Shao|https://doi.org/10.1007/978-1-4614-8265-9_1491
Etienne Gagnon|https://doi.org/10.1007/978-3-319-61949-1_22
Etienne Gagnon|https://doi.org/10.1007/978-1-4614-8265-9_80696
Peter Matthew|https://doi.org/10.1145/1416729.1416735
Peter Matthew|https://doi.org/10.1007/978-1-4939-2092-1_2
Manolis Vavalis|https://doi.org/10.1007/978-0-387-39940-9_341
Manolis Vavalis|https://doi.org/10.1007/978-1-4614-8265-9_93
Manolis Vavalis|https://d-nb.info/988615754
Manolis Vavalis|Distributed Semantic Query Processing in a Cooperative Information System._1995
Stefan Mangold|https://doi.org/10.1007/978-3-030-37884-4
Stefan Mangold|https://doi.org/10.1109/COOPIS.1998.706287
Nasir Ghani|https://d-nb.info/1195796420
Nasir Ghani|https://doi.org/10.1007/978-3-662-43505-2_74
Nasir Ghani|https://doi.org/10.1109/NOTERE.2015.7293495
Paul Klint|http://editions-rnti.fr/?inprocid=1001871
Paul Klint|https://doi.org/10.1007/978-3-540-92913-0_7
Manish Soni|https://doi.org/10.1007/978-3-658-05810-4
Manish Soni|https://doi.org/10.1016/j.eswax.2019.100001
Manish Soni|https://doi.org/10.1007/978-3-030-45157-8
Manish Soni|https://doi.org/10.1145/3411170.3411245
Manish Soni|https://doi.org/10.1007/978-3-030-21333-6
Alex Aved|http://biaa.eu/-upload/BIAA29.pdf
Alex Aved|https://doi.org/10.1007/978-1-4939-0790-8_14
Alex Aved|https://doi.org/10.1504/IJTMCC.2017.10010537
Gergely Ács|https://doi.org/10.1145/3342428.3342660
Gergely Ács|https://doi.org/10.1007/978-1-4302-6095-0
Gergely Ács|https://doi.org/10.1007/978-3-319-23473-1
Gergely Ács|https://doi.org/10.1007/978-3-540-92913-0_15
Gergely Ács|https://doi.org/10.1007/978-3-030-98737-4
Marcin Relich|https://doi.org/10.1007/978-1-4939-2092-1_35
Marcin Relich|https://doi.org/10.1007/978-3-662-62386-2_3
Marcin Relich|https://doi.org/10.1007/978-1-4939-2092-1_41
Marcin Relich|https://doi.org/10.1007/978-3-030-71873-2
Marcin Relich|https://doi.org/10.1007/978-3-662-43505-2_3
Alexandre Cervieri|https://d-nb.info/943539935
Alexandre Cervieri|https://doi.org/10.1007/978-3-662-60359-8
Nathalie Cislo|https://doi.org/10.1007/978-3-642-45315-1_1
Nathalie Cislo|https://doi.org/10.1007/978-0-387-39940-9_786
Emmanuel Adam|https://doi.org/10.1007/978-3-319-95504-9_6
Emmanuel Adam|https://doi.org/10.1007/978-1-4614-8265-9_1382
Saïd Tazi 0001|https://doi.org/10.1007/978-0-387-39940-9_1257
Saïd Tazi 0001|https://doi.org/10.1007/978-3-319-72347-1
Dave R. Lawrence|https://doi.org/10.1007/978-1-4471-7509-4
Dave R. Lawrence|https://doi.org/10.1007/978-3-319-72536-9
Michal Baczynski 0001|https://doi.org/10.1007/978-1-4614-8265-9_1186
S. Au|https://doi.org/10.1007/978-981-10-2056-8
S. Au|http://studia.complexica.net/index.php?option=com_content&view=article&id=257%3Ainteroperability-model-for-embedded-devices-connect-to-all-pp105-120&catid=65%3Anumber-1-&Itemid=112
S. Au|https://doi.org/10.1007/978-3-030-81412-0
S. Au|https://doi.org/10.1007/978-3-540-92913-0_7
S. Au|https://doi.org/10.1007/978-981-32-9166-9
Benedetta Tondi|https://doi.org/10.1007/978-3-030-01842-9
Sanjay Kumar Jena|https://doi.org/10.1145/3411170.3411242
Sanjay Kumar Jena|https://doi.org/10.1109/Agile.2008.51
Sanjay Kumar Jena|https://doi.org/10.1007/978-1-4614-8265-9_1245
Sanjay Kumar Jena|Preambule II: Les inscrit(e)s à la journée du 30 mars 2012._2012
Valentina Orrù|https://doi.org/10.1007/978-3-662-43505-2_72
Anne H. H. Ngu|https://doi.org/10.1007/978-3-662-49214-7_3
Anne H. H. Ngu|https://doi.org/10.1007/978-3-540-77463-1
Anne H. H. Ngu|https://doi.org/10.1007/978-3-031-17834-4_9
KwangSoo Yang|https://doi.org/10.1145/3342428.3342697
Sophie Chabridon|https://doi.org/10.1007/978-3-662-45714-6_2
Sophie Chabridon|https://doi.org/10.1007/978-1-4614-8806-4_63
Sophie Chabridon|https://doi.org/10.1007/978-981-15-3231-3
Manish Bhide|https://doi.org/10.1007/978-3-030-63189-5
Jano I. van Hemert|https://doi.org/10.1007/978-1-4614-8265-9_676
Jano I. van Hemert|https://doi.org/10.1007/978-3-662-62386-2_5
Jano I. van Hemert|https://doi.org/10.1007/978-3-030-58996-7
Jano I. van Hemert|https://doi.org/10.1145/3342428.3342661
Lasanthi Heendaliya|https://doi.org/10.1007/978-981-16-4161-9
Lasanthi Heendaliya|https://doi.org/10.1007/978-3-319-41337-2
Damien Magoni|https://doi.org/10.1007/978-3-662-62919-2_9
Damien Magoni|https://doi.org/10.1007/978-981-13-2167-2
Fred Kuhns|http://biaa.eu/-upload/editono103.pdf
Fred Kuhns|https://doi.org/10.1007/978-1-4614-8806-4_66
Walter Daelemans|https://doi.org/10.1007/978-981-10-7763-0
Walter Daelemans|https://doi.org/10.1109/NOTERE.2016.7745824
Jitesh J. Thakkar|https://doi.org/10.1007/978-1-4614-8265-9_275
Jitesh J. Thakkar|http://studia.complexica.net/index.php?option=com_content&view=article&id=55
Sheila A. McIlraith|https://doi.org/10.1007/978-3-642-37574-3_6
Harrison Stratton|Towards CIS in Quality Management - Integration of Agents and Methods._1994
Harrison Stratton|https://doi.org/10.1007/978-1-4939-2092-1_10
Harrison Stratton|https://doi.org/10.1007/978-3-319-18821-8
Harrison Stratton|https://doi.org/10.1007/3-540-36124-3_4
Harrison Stratton|https://doi.org/10.1007/978-3-540-30469-2_27
Rim Ben Messaoud|https://doi.org/10.1007/978-3-662-43505-2_52
Rim Ben Messaoud|https://doi.org/10.1007/978-3-030-38954-3
Rim Ben Messaoud|https://doi.org/10.1109/COOPIS.1996.554955
Rim Ben Messaoud|https://doi.org/10.1145/3284869.3284928
Rim Ben Messaoud|https://doi.org/10.1007/978-3-642-03722-1_3
Xianghao Yu|https://doi.org/10.1007/978-3-642-23074-5_5
Brijesh Kumar Chaurasia|https://doi.org/10.1007/978-1-4939-0600-0
Brijesh Kumar Chaurasia|https://doi.org/10.1007/978-3-662-55696-2_5
Brijesh Kumar Chaurasia|https://doi.org/10.1007/978-3-662-63519-3_6
Zeynep Ozturk Yurt|https://doi.org/10.1007/978-3-319-07124-4_46
Zeynep Ozturk Yurt|https://doi.org/10.1145/3411170.3411271
Zeynep Ozturk Yurt|https://doi.org/10.1109/NOTERE.2010.5536586
Zeynep Ozturk Yurt|https://doi.org/10.1007/978-1-4614-8265-9_80707
Zeynep Ozturk Yurt|https://doi.org/10.1007/978-0-387-39940-9_686
Nancy H. F. French|Aspect-Oriented Database Systems_2003
Nancy H. F. French|https://doi.org/10.1007/b12051
Nancy H. F. French|http://biaa.eu/-upload/articleno1022.pdf
Carsten Binnig|http://studia.complexica.net/index.php?option=com_content&view=article&id=254%3Atimed-automata-based-modeling-and-verication-of-denial-of-service-attacks-in-wireless-sensor-networks-pp1-46-&catid=65%3Anumber-1-&Itemid=112
Carsten Binnig|https://doi.org/10.1007/978-3-319-95504-9_14
Carsten Binnig|https://doi.org/10.1007/978-3-662-43505-2_56
Jana Koehler|https://doi.org/10.1007/978-1-4471-6651-1
Wenchang Liu|https://doi.org/10.1007/978-1-4612-4224-6
Wenchang Liu|https://doi.org/10.1007/978-3-642-03722-1_5
Wenchang Liu|https://doi.org/10.1109/NOTERE.2010.5536734
Wenchang Liu|https://doi.org/10.1109/NOTERE.2011.5957972
Wenchang Liu|https://doi.org/10.1007/978-981-15-6311-9
Naftaly H. Minsky|https://doi.org/10.1007/978-1-4614-8806-4_36
Naftaly H. Minsky|https://doi.org/10.1007/978-3-319-43078-2
Naftaly H. Minsky|https://doi.org/10.1007/978-1-4614-8265-9_938
Naftaly H. Minsky|https://doi.org/10.1007/978-3-540-30469-2_32
Alexander E. Gegov|https://doi.org/10.1007/978-3-030-48883-3
Alexander E. Gegov|https://doi.org/10.1007/978-3-030-67723-7
Peter J. Barclay|https://doi.org/10.1007/978-3-031-17834-4_19
K. P. Krishna Kumar|https://doi.org/10.1007/978-3-319-21810-6
K. P. Krishna Kumar|https://doi.org/10.1007/978-3-662-49175-1_3
Xiaolei Zhang|https://doi.org/10.1007/978-1-4614-8806-4_5
Xiaolei Zhang|https://doi.org/10.1109/NOTERE.2010.5536654
Frans Van Assche|https://d-nb.info/1001928911
Giuseppe Longo|https://doi.org/10.1007/978-3-030-96623-2
Giuseppe Longo|https://doi.org/10.1007/978-3-030-88132-0
Giuseppe Longo|https://doi.org/10.1145/3411170.3411238
Christoph Tempich|https://doi.org/10.1007/978-3-540-30468-5_13
Massimiliano Garda|https://doi.org/10.1007/978-3-662-49214-7_2
Massimiliano Garda|https://doi.org/10.1007/978-981-16-8615-3
Teresa Maria Sgaramella|http://biaa.eu/-upload/articleno1004.pdf
Teresa Maria Sgaramella|https://doi.org/10.1007/978-0-387-39940-9_554
Daniel Hagimont|https://doi.org/10.1007/978-3-540-39964-3_56
Daniel Hagimont|https://doi.org/10.1007/978-1-4614-8265-9_1315
Daniel Hagimont|https://doi.org/10.1007/978-3-319-89653-3
Daniel Hagimont|https://doi.org/10.1109/COOPIS.1997.613818
Yu Zhu|https://doi.org/10.1007/978-981-10-0830-6
Yu Zhu|https://doi.org/10.1007/978-1-4614-8265-9_371
Yu Zhu|https://doi.org/10.1007/978-3-662-58415-6_6
Yu Zhu|https://doi.org/10.1007/978-3-642-55140-6
Yu Zhu|https://doi.org/10.1007/978-3-658-12415-1
Denis Conan|https://doi.org/10.1007/978-3-662-60531-8_4
Theodoros Tzouramanis|https://doi.org/10.1007/978-3-662-58384-5_4
Theodoros Tzouramanis|https://doi.org/10.1007/978-3-319-98845-0
Theodoros Tzouramanis|https://doi.org/10.1007/978-1-4939-2092-1_3
Theodoros Tzouramanis|https://doi.org/10.1145/3284869.3284884
Theodoros Tzouramanis|https://doi.org/10.1007/978-3-662-62308-4_5
Abdi Ali|https://doi.org/10.1007/978-1-4614-8265-9_357
Yun Sing Koh|https://doi.org/10.1007/978-3-662-43505-2_14
Riadh Ben Messaoud|http://studia.complexica.net/index.php?option=com_content&view=article&id=116
Riadh Ben Messaoud|https://doi.org/10.1007/978-1-4939-0790-8_3
Riadh Ben Messaoud|https://doi.org/10.1145/1416729.1416747
Riadh Ben Messaoud|https://doi.org/10.1007/978-3-031-17834-4_15
Andreas Miethsam|https://doi.org/10.1504/IJTMCC.2016.10002828
Andreas Miethsam|https://doi.org/10.1007/978-3-662-43505-2_46
Andreas Miethsam|https://doi.org/10.1007/978-1-4614-8806-4_2
Andreas Miethsam|https://doi.org/10.1007/978-3-319-04286-2
Andreas Miethsam|https://doi.org/10.1007/978-3-319-59831-4
Pierre de Saqui-Sannes|https://doi.org/10.1007/978-3-662-66146-8_3
Pierre de Saqui-Sannes|https://doi.org/10.1007/978-3-662-43505-2_24
Filippo Carnovalini|https://doi.org/10.1007/978-1-4614-8265-9_9
Filippo Carnovalini|https://doi.org/10.1007/978-3-031-17834-4_8
Bastien Confais|https://doi.org/10.1109/COOPIS.1997.613804
Bastien Confais|http://studia.complexica.net/index.php?option=com_content&view=article&id=200%3Aprofessor-valerian-p-bulatov-pp-7-10
Bastien Confais|https://d-nb.info/1001928911
Bastien Confais|https://doi.org/10.1007/978-0-387-39940-9_877
Bastien Confais|https://doi.org/10.1007/978-1-4614-8265-9_808
Joan Torrens|https://tel.archives-ouvertes.fr/tel-00004920
Joan Torrens|http://studia.complexica.net/index.php?option=com_content&view=article&id=161%3Asuivi-du-regard-non-intrusif-en-tete-libre-a-partir-dimages-video-pp168-185&catid=52%3Anumber-4&Itemid=95&lang=en
Joan Torrens|https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.534739
Joan Torrens|https://doi.org/10.1007/978-3-540-39964-3_44
Joan Torrens|https://doi.org/10.1007/978-3-319-25670-2
Thomas Bräunl|https://doi.org/10.1007/978-3-662-45761-0_1
Thomas Bräunl|https://doi.org/10.1007/978-3-662-43505-2_81
Thomas Bräunl|https://doi.org/10.1007/978-1-4614-8265-9_44
Thomas Bräunl|http://studia.complexica.net/index.php?option=com_content&view=article&id=68
Thomas Bräunl|https://doi.org/10.1007/978-3-540-39964-3_25
James G. Williams 0002|https://doi.org/10.1145/3342428.3342678
James G. Williams 0002|https://doi.org/10.1007/978-3-030-15334-2
James G. Williams 0002|https://doi.org/10.1145/3411170.3411251
Zsófia Lendek|https://doi.org/10.1145/3411170.3411249
Zsófia Lendek|https://doi.org/10.1007/978-1-4939-2092-1_4
Zsófia Lendek|https://doi.org/10.1007/978-3-662-53291-1
Zsófia Lendek|https://doi.org/10.1007/978-1-4899-7637-6_19
Jianhua Shao 0001|https://d-nb.info/989496538
Jianhua Shao 0001|https://doi.org/10.1007/978-3-540-30469-2_15
Jianhua Shao 0001|http://biaa.eu/-upload/editono100.pdf
Jianhua Shao 0001|https://d-nb.info/985915951
Jianhua Shao 0001|https://doi.org/10.1007/978-0-387-39940-9_1465
Victor E. Lee|https://doi.org/10.1007/978-3-319-07124-4_32
Victor E. Lee|http://biaa.eu/-upload/BIAA51.pdf
Victor E. Lee|https://doi.org/10.1145/3284869.3284876
Victor E. Lee|https://doi.org/10.1007/978-3-662-46562-2_3
Hatem Khalloof|https://doi.org/10.1007/978-3-319-95504-9_5
Hatem Khalloof|https://doi.org/10.1145/1416729.1416791
Hatem Khalloof|https://doi.org/10.1007/3-540-36124-3_6
Hatem Khalloof|https://doi.org/10.1007/978-0-387-39940-9_420
Alexandra Poulovassilis|http://biaa.eu/-upload/vouzzano97.pdf
Alexandra Poulovassilis|https://doi.org/10.1007/978-3-031-17834-4_1
Alexandra Poulovassilis|https://d-nb.info/968928331
Alexandra Poulovassilis|https://doi.org/10.1007/978-3-540-30469-2_21
Indrakshi Ray|https://doi.org/10.1007/978-0-387-39940-9_733
Indrakshi Ray|https://doi.org/10.1007/978-0-387-39940-9_1050
Indrakshi Ray|https://doi.org/10.1504/IJTMCC.2016.10002840
Indrakshi Ray|https://doi.org/10.1007/978-981-13-3209-8
Indrakshi Ray|https://doi.org/10.1007/978-3-030-38954-3
Desheng Wu|https://doi.org/10.1145/3342428.3342668
Desheng Wu|https://doi.org/10.1007/978-1-4614-8265-9_417
Desheng Wu|https://doi.org/10.1007/978-3-662-64553-6_3
Desheng Wu|http://studia.complexica.net/index.php?option=com_content&view=article&id=212%3Amodelisation-et-complexite-pp-3-6
Elena Paslaru Bontas|https://doi.org/10.1145/1416729.1416759
Mohammed Haddad 0001|https://doi.org/10.1007/978-3-319-46769-6
Mohammed Haddad 0001|https://doi.org/10.1007/978-3-319-45928-8
Mohammed Haddad 0001|https://doi.org/10.1504/IJTMCC.2013.052526
Mohammed Haddad 0001|On Meaningful Scientific Laws_2015
Shojiro Nishio|https://doi.org/10.1007/978-3-030-35291-2
Shojiro Nishio|https://doi.org/10.1007/978-0-387-39940-9_893
Shojiro Nishio|https://doi.org/10.1504/IJTMCC.2014.064158
Shojiro Nishio|https://doi.org/10.1007/978-1-4614-8265-9_80761
Shojiro Nishio|https://doi.org/10.1007/978-1-4939-2092-1_33
Alberto L. Sangiovanni-Vincentelli|http://studia.complexica.net/index.php?option=com_content&view=article&id=136
Alberto L. Sangiovanni-Vincentelli|https://doi.org/10.1007/978-3-662-63519-3_7
Alberto L. Sangiovanni-Vincentelli|https://doi.org/10.1007/3-540-36124-3_30
Alberto L. Sangiovanni-Vincentelli|https://doi.org/10.1007/978-0-387-39940-9_792
Yuyang Dong|https://doi.org/10.1007/978-3-662-55608-5_2
Fernando G. Lobo|https://doi.org/10.1007/978-3-030-55704-1
Fernando G. Lobo|https://doi.org/10.1007/978-981-10-7763-0
Fernando G. Lobo|https://doi.org/10.1007/978-1-4614-8265-9_743
Robert Meersman|https://doi.org/10.1145/1416729.1416752
Robert Meersman|https://doi.org/10.1007/978-981-10-9050-9
Patricia Melin|https://doi.org/10.1007/978-0-387-39940-9_161
Patricia Melin|Exemple des lecteurs et des écrivains. spécifications._2009
Dieter Hogrefe|https://doi.org/10.1007/978-3-642-23074-5_6
Anna Ouzgouler|https://doi.org/10.1007/978-3-031-06553-8
Anna Ouzgouler|https://doi.org/10.1007/978-1-4939-2092-1_21
Santosh S. Vempala|https://doi.org/10.1007/978-3-662-62308-4_7
Santosh S. Vempala|http://biaa.eu/-upload/BIAA40.pdf
Santosh S. Vempala|https://doi.org/10.1007/978-1-4614-8806-4_59
Santosh S. Vempala|https://doi.org/10.1007/3-540-36124-3_47
Markus Holzleitner|https://doi.org/10.1007/978-3-030-85863-6
Markus Holzleitner|https://doi.org/10.1007/978-1-4614-8265-9_777
Markus Holzleitner|https://doi.org/10.1007/978-1-4614-8265-9_1030
Markus Holzleitner|https://doi.org/10.1007/978-1-4302-6095-0
Christian Schulte 0001|https://doi.org/10.1007/978-3-662-43505-2_28
Matej Kloska|https://doi.org/10.1007/978-3-030-72274-6
Matej Kloska|https://doi.org/10.1007/978-1-4614-8265-9_708
Matej Kloska|https://doi.org/10.1007/978-3-662-55696-2_1
Matej Kloska|https://doi.org/10.1007/978-1-4614-8265-9_5055
Matej Kloska|https://doi.org/10.1007/978-1-4614-8265-9_586
Subhamoy Maitra|https://doi.org/10.1145/3284869.3284870
Subhamoy Maitra|https://doi.org/10.1007/978-1-4614-8265-9_80740
Subhamoy Maitra|https://doi.org/10.1007/978-3-319-76111-4_2
Subhamoy Maitra|https://doi.org/10.1007/978-3-031-17834-4_8
Wojciech Galuba|https://doi.org/10.1007/978-981-16-9840-8
Wojciech Galuba|https://doi.org/10.1109/COOPIS.1999.792161
Wojciech Galuba|https://doi.org/10.1007/978-1-4614-8265-9_743
Olfa Bouchaala|http://biaa.eu/-upload/BIAA75.pdf
Olfa Bouchaala|https://doi.org/10.1007/978-3-658-19230-3
Olfa Bouchaala|http://biaa.eu/-upload/BIAA08.pdf
Olfa Bouchaala|http://biaa.eu/-upload/VOUZZA91.pdf
Jimeng Sun|https://doi.org/10.1007/978-3-658-11039-0
Jimeng Sun|http://studia.complexica.net/index.php?option=com_content&view=article&id=195%3Astudy-and-simulation-of-queuing-theory-in-the-toll-motorway-pp-96-130
Jimeng Sun|https://doi.org/10.1007/978-0-387-39940-9_636
Jimeng Sun|https://doi.org/10.1007/10722620_19
Jimeng Sun|https://doi.org/10.1007/978-1-4614-8265-9_808
Eduard C. Dragut|https://doi.org/10.1109/NOTERE.2011.5957980
Eduard C. Dragut|https://doi.org/10.1007/978-1-4614-8265-9_150
Eduard C. Dragut|http://edoc.hu-berlin.de/18452/23979
Nicolò Marchetti|https://d-nb.info/1148672664
Nicolò Marchetti|https://doi.org/10.1007/978-3-319-76111-4_32
Nicolò Marchetti|https://doi.org/10.1007/978-0-387-39940-9_1192
Nicolò Marchetti|http://biaa.eu/-upload/BIAA16.pdf
Nicolò Marchetti|https://doi.org/10.1109/NOTERE.2015.7293490
Demetrios Zeinalipour-Yazti|https://doi.org/10.1007/978-1-4614-8265-9_1062
Demetrios Zeinalipour-Yazti|https://doi.org/10.1007/978-1-4614-8265-9_793
Demetrios Zeinalipour-Yazti|https://doi.org/10.1007/978-1-4614-8806-4_33
Demetrios Zeinalipour-Yazti|https://doi.org/10.1007/978-981-16-3420-8
Serge Chaumette|Qu'est-ce qu'une machine?_2012
Serge Chaumette|https://doi.org/10.1007/978-0-387-39940-9_203
Serge Chaumette|https://doi.org/10.1007/978-3-642-23740-9_7
Serge Chaumette|https://doi.org/10.1007/978-0-387-39940-9_1275
Serge Chaumette|https://doi.org/10.1145/3284869.3284870
Stefan Rass|https://doi.org/10.1007/978-1-4614-8806-4_62
Stefan Rass|https://doi.org/10.1007/978-1-4614-8265-9_831
Roger Zimmermann|https://doi.org/10.1007/978-981-16-0804-9
Roger Zimmermann|https://doi.org/10.1007/978-3-662-43505-2_42
Roger Zimmermann|https://doi.org/10.1007/978-3-030-52962-8
Roger Zimmermann|https://doi.org/10.1007/978-1-4614-8265-9_331
Roger Zimmermann|https://doi.org/10.1007/978-1-4614-8265-9_662
Marwen Abdennebi|https://doi.org/10.1007/978-3-662-49534-6_2
Gia Toan Nguyen|https://doi.org/10.1007/978-1-4614-8265-9_221
Gia Toan Nguyen|https://doi.org/10.1007/978-1-4614-8265-9_62
Gia Toan Nguyen|https://doi.org/10.1145/3411170.3411233
Gia Toan Nguyen|https://doi.org/10.1007/978-3-030-27656-0
Prabal Paul|https://doi.org/10.1007/978-3-540-30468-5_1
Prabal Paul|http://macau.uni-kiel.de/receive/macau_publ_00000696
Prabal Paul|https://doi.org/10.1007/978-0-387-39940-9_1491
Prabal Paul|https://doi.org/10.1007/978-3-030-03706-2
Panos Constantopoulos|https://doi.org/10.1007/978-0-387-39940-9_211
Panos Constantopoulos|https://doi.org/10.1007/978-0-387-39940-9_92
Jörg P. Müller|Multidatabase Interoperability in Health Case Legacy Applications._1994
Abdullah Alsheddy|https://doi.org/10.1109/NOTERE.2015.7293475
Abdullah Alsheddy|https://doi.org/10.1007/978-981-16-3848-0
Michiel de Jong|https://doi.org/10.1007/978-3-319-76111-4_34
Michiel de Jong|https://doi.org/10.1007/978-3-540-39964-3_31
Michiel de Jong|https://doi.org/10.1504/IJTMCC.2015.072465
Johann Eder|https://doi.org/10.1007/978-0-387-39940-9_273
Johann Eder|https://doi.org/10.1007/978-1-4842-2716-9
Johann Eder|https://doi.org/10.1007/978-3-319-07124-4_41
Johann Eder|https://doi.org/10.1007/978-3-319-95504-9_32
Shuai Li 0002|https://doi.org/10.1007/978-3-319-47524-0
Shuai Li 0002|https://doi.org/10.1504/IJTMCC.2013.053262
Shuai Li 0002|http://biaa.eu/-upload/BIAA76.pdf
Jingyu Han|https://doi.org/10.1007/978-3-662-46703-9_5
Jingyu Han|https://doi.org/10.1007/978-1-4614-8265-9_81
Anne Auger|https://doi.org/10.1007/978-3-662-49175-1_5
Anne Auger|https://doi.org/10.1007/978-1-4614-8806-4_29
Anne Auger|https://d-nb.info/953963667
Anne Auger|https://doi.org/10.1007/978-1-4614-8265-9_1345
Anne Auger|https://doi.org/10.1109/NOTERE.2015.7293477
Jun Li 0008|https://doi.org/10.1007/978-1-4614-8265-9_1320
Jun Li 0008|https://doi.org/10.1007/978-1-4614-8265-9_1129
Jun Li 0008|https://doi.org/10.1007/978-981-16-9194-2
Mónica Jiménez|http://biaa.eu/-upload/articleno1051.pdf
Mónica Jiménez|https://doi.org/10.1145/1416729.1416759
Mónica Jiménez|https://doi.org/10.1109/NOTERE.2015.7293515
Mónica Jiménez|https://doi.org/10.1007/3-540-45804-2
Billel Gueni|http://biaa.eu/-upload/articleno1031.pdf
Billel Gueni|https://doi.org/10.1007/3-540-49212-7
Billel Gueni|https://doi.org/10.1007/978-3-662-48567-5_5
Billel Gueni|https://doi.org/10.1007/3-540-44751-2_10
Billel Gueni|https://doi.org/10.1109/COOPIS.1999.792167
Erich Schubert|https://doi.org/10.1145/3411170.3411241
Erich Schubert|https://doi.org/10.1007/978-3-030-59342-1
Erich Schubert|https://doi.org/10.1007/978-3-030-88841-1
Sadia Alkama|https://doi.org/10.1007/978-3-319-61949-1_31
Sadia Alkama|https://doi.org/10.1007/978-981-15-3231-3
Sadia Alkama|https://doi.org/10.1109/Agile.2008.44
Mourad Amad|https://doi.org/10.1145/3284869.3284882
Pasquale Lops|Gödelisme._2012
Pasquale Lops|https://doi.org/10.1007/978-3-662-53416-8_11
Pasquale Lops|Fuzzy-Like Multiple Objective Decision Making_2011
Pasquale Lops|https://doi.org/10.1007/978-3-662-56121-8_2
Patrick Thiran|https://doi.org/10.1145/1416729.1416761
Patrick Thiran|https://doi.org/10.1007/978-3-662-45761-0_4
Suan Khai Chong|Intelligent Web Search via Personalizable Meta-search Agents._2002
Suan Khai Chong|https://doi.org/10.1007/978-3-662-43505-2_54
Suan Khai Chong|http://studia.complexica.net/index.php?option=com_content&view=article&id=50
Suan Khai Chong|https://doi.org/10.1007/978-3-662-58539-9
Zohra Bellahsene|http://studia.complexica.net/index.php?option=com_content&view=article&id=159%3Abrain-magnetic-resonance-image-pp128-149&catid=52%3Anumber-4&Itemid=95&lang=en
Zohra Bellahsene|https://doi.org/10.1109/COOPIS.1997.613818
Zohra Bellahsene|https://doi.org/10.1145/3411170.3411250
Jean Frédéric Myoupo|https://doi.org/10.1007/978-1-4614-8806-4_69
Jean Frédéric Myoupo|https://doi.org/10.1007/978-1-4614-8806-4_1
Viviane Jonckers|https://doi.org/10.1145/3342428.3342653
Viviane Jonckers|https://doi.org/10.1007/978-3-662-47810-3
Viviane Jonckers|https://doi.org/10.1007/978-3-662-48567-5_5
Tobias Wagner 0001|https://doi.org/10.1007/978-1-4614-8265-9_777
Tobias Wagner 0001|http://studia.complexica.net/index.php?option=com_content&view=article&id=195%3Astudy-and-simulation-of-queuing-theory-in-the-toll-motorway-pp-96-130
Tobias Wagner 0001|https://doi.org/10.1007/978-1-4899-7637-6_13
Mihkel Lauk|https://doi.org/10.1007/978-3-642-22580-2
Mihkel Lauk|https://d-nb.info/988875128
Mihkel Lauk|http://biaa.eu/-upload/BIAA83.pdf
Nectarios Koziris|https://doi.org/10.1007/978-981-16-4161-9
Sourav De|https://doi.org/10.1007/978-3-319-07124-4_57
Sourav De|https://doi.org/10.1007/978-0-387-39940-9_321
Bo Wang 0040|https://doi.org/10.1007/978-3-662-62308-4_1
Bo Wang 0040|https://doi.org/10.1007/978-1-4614-8265-9_80703
Bo Wang 0040|https://doi.org/10.1007/978-3-662-58415-6_2
Alan J. Dix|https://doi.org/10.1007/978-3-662-62199-8_1
Theo Härder|https://doi.org/10.1007/978-1-4939-2092-1_46
Theo Härder|https://doi.org/10.1007/978-1-4614-8265-9_163
Theo Härder|http://biaa.eu/-upload/articleno1021.pdf
Theo Härder|https://doi.org/10.1007/978-3-642-28148-8_5
Fabio Crestani|http://biaa.eu/-upload/articleno1022.pdf
Fabio Crestani|https://doi.org/10.1007/3-540-36124-3_83
Fabio Crestani|https://doi.org/10.1145/1416729.1416789
Fabio Crestani|https://doi.org/10.1007/978-3-540-30468-5_15
Mario Bertero|https://doi.org/10.1145/3411170.3411263
Gregor Joeris|http://studia.complexica.net/index.php?option=com_content&view=article&id=156%3Avideo-based-detection-of-specic-events-in-public-transport-networks-pp58-88&catid=52%3Anumber-4&Itemid=95&lang=en
Gregor Joeris|https://doi.org/10.1007/978-3-319-56212-4
Gregor Joeris|https://doi.org/10.1109/COOPIS.1998.706200
J. Frédéric Bonnans|https://doi.org/10.1109/NOTERE.2010.5536569
J. Frédéric Bonnans|https://doi.org/10.1007/978-3-319-21945-5
J. Frédéric Bonnans|https://doi.org/10.1007/978-3-540-39964-3_40
Maryline Laurent-Maknavicius|https://doi.org/10.1007/978-1-4614-8806-4_32
Maryline Laurent-Maknavicius|https://doi.org/10.1007/978-1-4614-8806-4_78
Maryline Laurent-Maknavicius|https://d-nb.info/1195724608
Maryline Laurent-Maknavicius|https://d-nb.info/944884962
Lucia Knapciková|https://doi.org/10.1007/978-1-4614-8265-9_80607
